phase angle (phi_L),L0,<thrust>,"<power,input>",efficiency,<|LES|>,Strouhal Number (St)
1.6659961041764055,0.45,0.27081811295198716,0.527377387534107,0.5135186288859845,0.711332431067863,0.15471975511965977
1.8087957702486688,0.45,0.2494316127705498,0.5638343680660567,0.4423845492535271,0.7125527188875794,0.15471975511965977
1.951595436320932,0.45,0.22907046568824393,0.6086156646436558,0.3763795100843561,0.7165208684697036,0.15471975511965977
2.0943951023931953,0.45,0.21025633832751664,0.6608567473890762,0.31815720904447276,0.7231571039211538,0.15471975511965977
0.5235987755982988,0.675,0.5103755426493228,0.49583198682218793,1.0293316208184657,0.7843178839729893,0.15471975511965977
0.6663984416705622,0.675,0.49247714025899836,0.4440165262626681,1.1091414646302202,0.7642458068375921,0.15471975511965977
0.8091981077428254,0.675,0.47072702652657505,0.40068994349442183,1.174791217422027,0.7446651912322632,0.15471975511965977
0.9519977738150888,0.675,0.44652991377807777,0.3683731973042015,1.212167218043648,0.726468966412065,0.15471975511965977
1.0947974398873521,0.675,0.41260922321241444,0.3581425395527968,1.152081022621967,0.7097349372099983,0.15471975511965977
1.2375971059596154,0.675,0.3831821696665659,0.3573371125472594,1.0723268202820337,0.696130792730119,0.15471975511965977
1.3803967720318786,0.675,0.35364670197805376,0.3648366937853643,0.9693287654506219,0.6853445058572171,0.15471975511965977
1.523196438104142,0.675,0.3212139108229456,0.38650434038650616,0.8310745242905426,0.6776752999764023,0.15471975511965977
1.6659961041764055,0.675,0.29239099929142137,0.4155904665131953,0.7035555982421404,0.674089181131504,0.15471975511965977
1.8087957702486688,0.675,0.25936081021037233,0.4665537149132931,0.5559077163463876,0.6744731602698654,0.15471975511965977
1.951595436320932,0.675,0.2310179816028139,0.5236177710568507,0.44119583859145145,0.6791116051495393,0.15471975511965977
2.0943951023931953,0.675,0.19965187505940077,0.6086828665342611,0.3280063987938174,0.6884497405853549,0.15471975511965977
0.5235987755982988,0.9,0.6006713143431608,0.5432506014599556,1.10569838805312,0.8072940083217868,0.15471975511965977
0.6663984416705622,0.9,0.5770626144589177,0.49094083108715014,1.1754219203586258,0.7835472164399093,0.15471975511965977
0.8091981077428254,0.9,0.5527292532100456,0.43731832291985484,1.2639060021990929,0.7596578013968126,0.15471975511965977
0.9519977738150888,0.9,0.5231804228866966,0.40017676490423326,1.3073733129206027,0.7374782789052599,0.15471975511965977
1.0947974398873521,0.9,0.4706542133330347,0.37959008008246853,1.2399012461832033,0.7111682489441908,0.15471975511965977
1.2375971059596154,0.9,0.44334012318731064,0.3777500902154376,1.173633401211012,0.6956538656103579,0.15471975511965977
1.3803967720318786,0.9,0.39908161383696666,0.38137263449700654,1.046434845445365,0.6779326870775838,0.15471975511965977
1.523196438104142,0.9,0.3602060833284129,0.4188387426147791,0.8600113759287719,0.6677833162386502,0.15471975511965977
1.6659961041764055,0.9,0.3450007587952745,0.4286669848291126,0.8048223236338308,0.6653425854635521,0.15471975511965977
1.8087957702486688,0.9,0.3147707664620541,0.48751419460928475,0.6456648235941627,0.6665733274386111,0.15471975511965977
1.951595436320932,0.9,0.27775575512167416,0.5523462275150886,0.5028653067320653,0.6715794557492127,0.15471975511965977
2.0943951023931953,0.9,0.21098649106536577,0.67641277766939,0.3119197301274068,0.6805232195985865,0.15471975511965977
0.5235987755982988,1.125,0.7021984586158755,0.6616655614004414,1.0612588890521135,0.8460914910411048,0.15471975511965977
0.6663984416705622,1.125,0.6759192133564395,0.5950909668133836,1.1358250268456906,0.8192955374338312,0.15471975511965977
0.8091981077428254,1.125,0.6446952199989432,0.5371867314192176,1.2001324349462135,0.7929633549479881,0.15471975511965977
0.9519977738150888,1.125,0.6061784694150211,0.4965840436283147,1.22069663170397,0.7655487965289843,0.15471975511965977
1.0947974398873521,1.125,0.5657175687227448,0.47117666861759994,1.2006485176409973,0.7389119498368251,0.15471975511965977
1.2375971059596154,1.125,0.5012297055107275,0.44676892211858515,1.121899220594594,0.7018589243986404,0.15471975511965977
1.3803967720318786,1.125,0.4694030361995142,0.44726068129386687,1.049506598347953,0.6848726883407973,0.15471975511965977
1.523196438104142,1.125,0.4305632430558178,0.4719377187289824,0.9123306444236035,0.6739766801038601,0.15471975511965977
1.6659961041764055,1.125,0.3656436501326975,0.5208871483991702,0.7019632779507448,0.6590844672839189,0.15471975511965977
1.8087957702486688,1.125,0.3067178047388199,0.607921529381396,0.5045351906699659,0.6579205682081646,0.15471975511965977
1.951595436320932,1.125,0.2565173837976831,0.7079392785630737,0.3623437652991149,0.6675822422151869,0.15471975511965977
2.0943951023931953,1.125,0.22095038038218137,0.8257338252654102,0.2675806338818235,0.6861165110951055,0.15471975511965977
0.5235987755982988,1.35,0.8283935650341828,0.8298107519494046,0.9982921564803873,0.9052071250897042,0.15471975511965977
0.6663984416705622,1.35,0.8035039725355256,0.7582424850228764,1.0596926292138373,0.880690144806914,0.15471975511965977
