phase angle (phi_L),reduced frequency f*,<thrust>,"<power,input>",efficiency,<|LES|>,Strouhal Number (St)
1.1423973285781066,0.8,2.4757539701905316,2.188100932029223,1.131462417455552,1.2784006569122308,0.30943951023931954
1.7135959928671598,0.8,2.085562642009709,1.4473384786702508,1.440963998916017,1.1720828799612335,0.30943951023931954
2.284794657156213,0.8,2.236650886957154,-2.131928076186379,-1.0491211743681825,1.123898021457659,0.30943951023931954
2.8559933214452666,0.8,1.7271030638666587,0.8502575603488465,2.0312704578105216,1.3672681674241018,0.30943951023931954
3.4271919857343196,0.8,1.4106461555612098,3.555648023273496,0.39673391357294774,1.550544428765471,0.30943951023931954
3.998390650023373,0.8,1.5285886254593049,6.82702091760446,0.22390273062114371,1.6285953267956026,0.30943951023931954
4.569589314312426,0.8,2.02147611008962,7.887540304028853,0.2562872622098775,1.7103781508492848,0.30943951023931954
5.140787978601479,0.8,2.4715752931933137,6.001985078277544,0.4117929753171944,1.6131062316412657,0.30943951023931954
5.711986642890533,0.8,2.5936808692849223,4.915614913906008,0.5276411831910469,1.5627477333037503,0.30943951023931954
6.283185307179586,0.8,2.61073173527543,4.798562769430282,0.544065350547742,1.4702759836037613,0.30943951023931954
0.0,0.2,0.3057320890953126,0.2339742136425818,1.3066913842153043,0.6848398209388018,0.07735987755982988
0.5711986642890533,0.2,0.21748034133635705,0.16075594828981593,1.3528603056371922,0.5737100863358652,0.07735987755982988
1.1423973285781066,0.2,0.13419994108787267,0.12890064980223054,1.0411114396535062,0.4947709222735971,0.07735987755982988
1.7135959928671598,0.2,0.04150587272686078,0.21221504604183644,0.19558402432350738,0.5257356567372853,0.07735987755982988
2.284794657156213,0.2,0.0014307026930097159,0.3665435385819508,0.0039032271542548094,0.6343833893920994,0.07735987755982988
2.8559933214452666,0.2,0.017344468631813367,0.5486466132421821,0.03161318818559301,0.753215428243024,0.07735987755982988
3.4271919857343196,0.2,0.09009216160217252,0.6795826355661924,0.13256984049792928,0.8438978595051329,0.07735987755982988
3.998390650023373,0.2,0.19090857017220828,0.7032662533860953,0.27145987633135993,0.8938649617054897,0.07735987755982988
4.569589314312426,0.2,0.2794984464313109,0.6496582666101187,0.43022379733535676,0.8966238142519545,0.07735987755982988
5.140787978601479,0.2,0.33477269334439136,0.5292200158621937,0.6325775354490079,0.8598592414517194,0.07735987755982988
5.711986642890533,0.2,0.3431775638343359,0.3859464495132848,0.8891844043833426,0.7888364401954864,0.07735987755982988
6.283185307179586,0.2,0.30602243921447325,0.23420117873183033,1.3066648121565654,0.6854057392466013,0.07735987755982988
0.0,0.4,1.0201166304456446,1.2625096282206014,0.8080070105155642,1.0491230827629923,0.15471975511965977
0.5711986642890533,0.4,0.9356783169773568,0.7994932731632352,1.1703391990720555,0.9061976650978009,0.15471975511965977
1.1423973285781066,0.4,0.9022134670669169,0.26298496997983856,3.430665513455328,0.8206046695873941,0.15471975511965977
1.7135959928671598,0.4,0.6844486725802861,-0.03640488439211677,-18.80101211716796,0.698546837405921,0.15471975511965977
2.284794657156213,0.4,0.5676592978348608,-0.20614460481817135,-2.7536946617427187,0.7839314718165737,0.15471975511965977
2.8559933214452666,0.4,0.42374071335533314,0.46578324208191996,0.9097379962862799,0.9638750609444031,0.15471975511965977
3.4271919857343196,0.4,0.5026697857352821,1.3195742879920844,0.38093329819283156,1.0956401581828836,0.15471975511965977
3.998390650023373,0.4,0.65307402966793,2.0691455847975595,0.3156249779939121,1.2166822884492199,0.15471975511965977
